3.00985,0
3.0194,1
3.02865,2
3.03759,3
3.04623,4
3.05457,5
3.0626,6
3.07032,7
3.07774,8
3.08485,9
3.09165,10
3.09814,11
3.10432,12
3.11019,13
3.11575,14
3.121,15
3.12594,16
3.13056,17
3.13487,18
3.13887,19
3.14255,20
3.14592,21
3.14898,22
3.15172,23
3.15414,24
3.15625,25
3.15804,26
3.15952,27
3.16068,28
3.16153,29
3.16206,30
3.16227,31
3.16217,32
3.16175,33
3.16102,34
3.15996,35
3.1586,36
3.15691,37
3.15492,38
3.1526,39
3.14997,40
3.14703,41
3.14377,42
3.14019,43
3.13631,44
3.13211,45
3.12759,46
3.12276,47
3.11762,48
3.11217,49
3.10641,50
3.10034,51
3.09395,52
3.08726,53
3.08026,54
3.07295,55
3.06533,56
3.05741,57
3.04918,58
3.04065,59
3.03181,60
3.02267,61
3.01323,62
3.00348,63
2.99344,64
2.98309,65
2.97245,66
2.96151,67
2.95028,68
2.93874,69
2.92692,70
2.9148,71
2.90239,72
2.88969,73
2.87671,74
2.86343,75
2.84987,76
2.83602,77
2.82189,78
2.80748,79
2.79278,80
2.77781,81
2.76256,82
2.74703,83
2.73123,84
2.71515,85
2.69881,86
2.68219,87
2.66531,88
2.64816,89
2.63074,90
2.61306,91
2.59512,92
2.57692,93
2.55846,94
2.53975,95
2.52078,96
2.50157,97
2.4821,98
2.46238,99
2.44241,100
2.42221,101
2.40176,102
2.38106,103
2.36014,104
2.33897,105
2.31757,106
2.29594,107
2.27408,108
2.252,109
2.22968,110
2.20715,111
2.18439,112
2.16142,113
2.13823,114
2.11482,115
2.09121,116
2.06738,117
2.04335,118
2.01911,119
1.99467,120
1.97004,121
1.9452,122
1.92017,123
1.89495,124
1.86954,125
1.84394,126
1.81816,127
1.7922,128
1.76605,129
1.73974,130
1.71324,131
1.68658,132
1.65974,133
1.63274,134
1.60558,135
1.57826,136
1.55078,137
1.52314,138
1.49535,139
1.46741,140
1.43933,141
1.4111,142
1.38273,143
1.35422,144
1.32558,145
1.2968,146
1.2679,147
1.23886,148
1.20971,149
1.18043,150
1.15103,151
1.12152,152
1.0919,153
1.06217,154
1.03233,155
1.00239,156
0.972347,157
0.942208,158
0.911975,159
0.881651,160
0.851238,161
0.820741,162
0.790161,163
0.759502,164
0.728768,165
0.69796,166
0.667083,167
0.636139,168
0.605131,169
0.574063,170
0.542938,171
0.511758,172
0.480527,173
0.449248,174
0.417924,175
0.386558,176
0.355154,177
0.323714,178
0.292241,179
0.26074,180
0.229212,181
0.197662,182
0.166091,183
0.134504,184
0.102904,185
0.0712935,186
0.0396757,187
0.00805394,188
-0.0235686,189
-0.0551888,190
-0.0868035,191
-0.118409,192
-0.150004,193
-0.181583,194
-0.213144,195
-0.244683,196
-0.276199,197
-0.307686,198
-0.339143,199
-0.370566,200
-0.401952,201
-0.433298,202
-0.4646,203
-0.495856,204
-0.527062,205
-0.558216,206
-0.589313,207
-0.620352,208
-0.651329,209
-0.682241,210
-0.713084,211
-0.743856,212
-0.774554,213
-0.805174,214
-0.835714,215
-0.86617,216
-0.89654,217
-0.92682,218
-0.957007,219
-0.987098,220
-1.01709,221
-1.04698,222
-1.07677,223
-1.10645,224
-1.13602,225
-1.16547,226
-1.19481,227
-1.22403,228
-1.25312,229
-1.28209,230
-1.31094,231
-1.33965,232
-1.36823,233
-1.39667,234
-1.42497,235
-1.45313,236
-1.48114,237
-1.509,238
-1.53672,239
-1.56428,240
-1.59168,241
-1.61893,242
-1.64601,243
-1.67293,244
-1.69968,245
-1.72626,246
-1.75267,247
-1.7789,248
-1.80496,249
-1.83083,250
-1.85653,251
-1.88203,252
-1.90735,253
-1.93248,254
-1.95741,255
-1.98215,256
-2.00669,257
-2.03103,258
-2.05516,259
-2.0791,260
-2.10282,261
-2.12633,262
-2.14963,263
-2.17272,264
-2.19558,265
-2.21823,266
-2.24066,267
-2.26286,268
-2.28484,269
-2.30658,270
-2.3281,271
-2.34938,272
-2.37043,273
-2.39125,274
-2.41182,275
-2.43215,276
-2.45224,277
-2.47208,278
-2.49168,279
-2.51103,280
-2.53012,281
-2.54896,282
-2.56755,283
-2.58588,284
-2.60396,285
-2.62177,286
-2.63932,287
-2.6566,288
-2.67363,289
-2.69038,290
-2.70686,291
-2.72308,292
-2.73902,293
-2.75468,294
-2.77008,295
-2.78519,296
-2.80003,297
-2.81458,298
-2.82886,299
-2.84285,300
-2.85656,301
-2.86998,302
-2.88311,303
-2.89596,304
-2.90852,305
-2.92078,306
-2.93276,307
-2.94444,308
-2.95582,309
-2.96692,310
-2.97771,311
-2.98821,312
-2.9984,313
-3.0083,314
-3.0179,315
-3.02719,316
-3.03619,317
-3.04487,318
-3.05326,319
-3.06134,320
-3.06911,321
-3.07658,322
-3.08373,323
-3.09058,324
-3.09712,325
-3.10336,326
-3.10928,327
-3.11489,328
-3.12019,329
-3.12517,330
-3.12985,331
-3.13421,332
-3.13825,333
-3.14199,334
-3.14541,335
-3.14851,336
-3.1513,337
-3.15378,338
-3.15594,339
-3.15778,340
-3.15931,341
-3.16052,342
-3.16142,343
-3.162,344
-3.16226,345
-3.16221,346
-3.16184,347
-3.16115,348
-3.16015,349
-3.15884,350
-3.1572,351
-3.15526,352
-3.15299,353
-3.15041,354
-3.14752,355
-3.14431,356
-3.14078,357
-3.13695,358
-3.1328,359
-3.12833,360
-3.12355,361
-3.11846,362
-3.11306,363
-3.10735,364
-3.10133,365
-3.09499,366
-3.08835,367
-3.0814,368
-3.07414,369
-3.06657,370
-3.05869,371
-3.05051,372
-3.04203,373
-3.03324,374
-3.02415,375
-3.01475,376
-3.00505,377
-2.99506,378
-2.98476,379
-2.97417,380
-2.96327,381
-2.95208,382
-2.9406,383
-2.92882,384
-2.91675,385
-2.90439,386
-2.89174,387
-2.87879,388
-2.86556,389
-2.85205,390
-2.83824,391
-2.82416,392
-2.80979,393
-2.79514,394
-2.78021,395
-2.76501,396
-2.74952,397
-2.73376,398
-2.71773,399
-2.70143,400
-2.68486,401
-2.66801,402
-2.65091,403
-2.63353,404
-2.6159,405
-2.598,406
-2.57984,407
-2.56142,408
-2.54275,409
-2.52382,410
-2.50464,411
-2.48521,412
-2.46553,413
-2.44561,414
-2.42544,415
-2.40503,416
-2.38438,417
-2.36349,418
-2.34236,419
-2.321,420
-2.2994,421
-2.27758,422
-2.25553,423
-2.23325,424
-2.21075,425
-2.18803,426
-2.16509,427
-2.14193,428
-2.11856,429
-2.09498,430
-2.07119,431
-2.04719,432
-2.02299,433
-1.99858,434
-1.97397,435
-1.94917,436
-1.92417,437
-1.89898,438
-1.8736,439
-1.84803,440
-1.82228,441
-1.79634,442
-1.77023,443
-1.74394,444
-1.71747,445
-1.69083,446
-1.66403,447
-1.63705,448
-1.60992,449
-1.58262,450
-1.55516,451
-1.52755,452
-1.49979,453
-1.47187,454
-1.44381,455
-1.4156,456
-1.38726,457
-1.35877,458
-1.33015,459
-1.30139,460
-1.27251,461
-1.2435,462
-1.21436,463
-1.1851,464
-1.15572,465
-1.12623,466
-1.09663,467
-1.06691,468
-1.03709,469
-1.00716,470
-0.977138,471
-0.947015,472
-0.916796,473
-0.886486,474
-0.856088,475
-0.825603,476
-0.795037,477
-0.76439,478
-0.733668,479
-0.702872,480
-0.672005,481
-0.641072,482
-0.610074,483
-0.579015,484
-0.547899,485
-0.516727,486
-0.485504,487
-0.454233,488
-0.422916,489
-0.391556,490
-0.360158,491
-0.328723,492
-0.297256,493
-0.265759,494
-0.234235,495
-0.202688,496
-0.171121,497
-0.139536,498
-0.107938,499
-0.0763285,500
-0.0447116,501
-0.0130903,502
0.0185323,503
0.0501531,504
0.0817689,505
0.113376,506
0.144973,507
0.176554,508
0.208119,509
0.239662,510
0.271181,511
0.302673,512
0.334135,513
0.365564,514
